Orthogroup	uniProt.taxonomy_id_500485	53503-Pc.singCopy
OG0003480	Pc13g15810	53503-Pc.00g076030.m01.polypeptide.OG0004787
OG0003481	Pc13g15820	53503-Pc.00g076020.m01.polypeptide.OG0004788
OG0003482	Pc13g15840	53503-Pc.00g076000.m01.polypeptide.OG0004789
OG0003483	Pc13g15860	53503-Pc.00g075980.m01.polypeptide.OG0004790
OG0003484	Pc16g03980	53503-Pc.00g018880.m01.polypeptide.OG0004796
OG0003485	Pc16g03990	53503-Pc.00g018870.m01.polypeptide.OG0004797
OG0003486	Pc22g19370	53503-Pc.00g018860.m01.polypeptide.OG0004798
OG0003487	Pc16g04100	53503-Pc.00g018780.m01.polypeptide.OG0004799
OG0003488	Pc16g04110	53503-Pc.00g018770.m01.polypeptide.OG0004800
OG0003489	Pc16g04120	53503-Pc.00g018760.m01.polypeptide.OG0004801
OG0003490	Pc16g04130	53503-Pc.00g018750.m01.polypeptide.OG0004802
OG0003491	Pc16g04140	53503-Pc.00g018740.m01.polypeptide.OG0004803
OG0003492	Pc16g04150	53503-Pc.00g018730.m01.polypeptide.OG0004804
OG0003493	Pc16g04160	53503-Pc.00g018720.m01.polypeptide.OG0004805
OG0003494	Pc16g04210	53503-Pc.00g088420.m01.polypeptide.OG0004806
OG0003495	Pc16g04240	53503-Pc.00g088390.m01.polypeptide.OG0004808
OG0003496	Pc12g00430	53503-Pc.00g002070.m01.polypeptide.OG0004809
OG0003497	Pc12g00420	53503-Pc.00g002060.m01.polypeptide.OG0004810
OG0003498	Pc12g00410	53503-Pc.00g002050.m01.polypeptide.OG0004811
OG0003499	Pc12g00340	53503-Pc.00g001980.m01.polypeptide.OG0004812
OG0003500	Pc12g00970	53503-Pc.00g043830.m01.polypeptide.OG0004817
OG0003501	Pc12g01000	53503-Pc.00g043810.m01.polypeptide.OG0004818
OG0003502	Pc12g01010	53503-Pc.00g043800.m01.polypeptide.OG0004819
OG0003503	Pc12g01030	53503-Pc.00g043780.m01.polypeptide.OG0004820
OG0003504	Pc12g01060	53503-Pc.00g043750.m01.polypeptide.OG0004821
OG0003505	Pc12g01100	53503-Pc.00g043710.m01.polypeptide.OG0004823
OG0003506	Pc12g01110	53503-Pc.00g043700.m01.polypeptide.OG0004824
OG0003507	Pc21g15350	53503-Pc.00g096120.m01.polypeptide.OG0004825
OG0003508	Pc21g15270	53503-Pc.00g039090.m01.polypeptide.OG0004829
OG0003509	Pc21g15260	53503-Pc.00g039080.m01.polypeptide.OG0004830
OG0003510	Pc21g15230	53503-Pc.00g039050.m01.polypeptide.OG0004831
OG0003511	Pc21g15220	53503-Pc.00g039040.m01.polypeptide.OG0004832
OG0003512	Pc21g15190	53503-Pc.00g039030.m01.polypeptide.OG0004833
OG0003513	Pc13g05600	53503-Pc.00g063240.m01.polypeptide.OG0004834
OG0003514	Pc13g05620	53503-Pc.00g074580.m01.polypeptide.OG0004835
OG0003515	Pc13g05650	53503-Pc.00g074610.m01.polypeptide.OG0004837
OG0003516	Pc13g05640	53503-Pc.00g074600.m01.polypeptide.OG0004838
OG0003517	Pc13g05680	53503-Pc.00g074640.m01.polypeptide.OG0004839
OG0003518	Pc13g05710	53503-Pc.00g074650.m01.polypeptide.OG0004840
OG0003519	Pc16g13540	53503-Pc.00g074660.m01.polypeptide.OG0004841
OG0003520	Pc13g05820	53503-Pc.00g075600.m01.polypeptide.OG0004842
OG0003521	Pc13g05800	53503-Pc.00g093840.m01.polypeptide.OG0004843
OG0003522	Pc13g05780	53503-Pc.00g093830.m01.polypeptide.OG0004844
OG0003523	Pc13g05770	53503-Pc.00g093820.m01.polypeptide.OG0004845
OG0003524	Pc13g05750	53503-Pc.00g074680.m01.polypeptide.OG0004847
OG0003525	Pc13g05840	53503-Pc.00g075580.m01.polypeptide.OG0004849
OG0003526	Pc13g05850	53503-Pc.00g075570.m01.polypeptide.OG0004850
OG0003527	Pc13g05860	53503-Pc.00g075560.m01.polypeptide.OG0004851
OG0003528	Pc13g05900	53503-Pc.00g075540.m01.polypeptide.OG0004852
OG0003529	Pc13g05910	53503-Pc.00g075530.m01.polypeptide.OG0004853
OG0003530	Pc13g05920	53503-Pc.00g075520.m01.polypeptide.OG0004854
OG0003531	Pc13g05930	53503-Pc.00g075510.m01.polypeptide.OG0004855
OG0003532	Pc13g05940	53503-Pc.00g075500.m01.polypeptide.OG0004856
OG0003533	Pc22g01070	53503-Pc.00g048360.m01.polypeptide.OG0004857
OG0003534	Pc22g01060	53503-Pc.00g048370.m01.polypeptide.OG0004858
OG0003535	Pc22g01020	53503-Pc.00g039950.m01.polypeptide.OG0004859
OG0003536	Pc22g00990	53503-Pc.00g039930.m01.polypeptide.OG0004860
OG0003537	Pc22g00920	53503-Pc.00g039900.m01.polypeptide.OG0004862
OG0003538	Pc22g00900	53503-Pc.00g039880.m01.polypeptide.OG0004864
OG0003539	Pc22g00880	53503-Pc.00g039860.m01.polypeptide.OG0004866
OG0003540	Pc22g00870	53503-Pc.00g039850.m01.polypeptide.OG0004867
OG0003541	Pc22g00830	53503-Pc.00g039810.m01.polypeptide.OG0004869
OG0003542	Pc22g00780	53503-Pc.00g039780.m01.polypeptide.OG0004870
OG0003543	Pc22g00770	53503-Pc.00g039770.m01.polypeptide.OG0004871
OG0003544	Pc22g00760	53503-Pc.00g039760.m01.polypeptide.OG0004872
OG0003545	Pc22g00730	53503-Pc.00g039740.m01.polypeptide.OG0004873
OG0003546	Pc22g00710	53503-Pc.00g039730.m01.polypeptide.OG0004874
OG0003547	PCH_Pc22g00700	53503-Pc.00g012910.m01.polypeptide.OG0004875
OG0003548	Pc20g03540	53503-Pc.00g014440.m01.polypeptide.OG0004876
OG0003549	Pc22g00590	53503-Pc.00g012980.m01.polypeptide.OG0004879
OG0003550	Pc21g23370	53503-Pc.00g017430.m01.polypeptide.OG0004880
OG0003551	Pc21g23390	53503-Pc.00g017410.m01.polypeptide.OG0004881
OG0003552	Pc21g23400	53503-Pc.00g017400.m01.polypeptide.OG0004882
OG0003553	Pc21g23410	53503-Pc.00g017390.m01.polypeptide.OG0004883
OG0003554	Pc21g23450	53503-Pc.00g091420.m01.polypeptide.OG0004884
OG0003555	Pc21g23480	53503-Pc.00g091400.m01.polypeptide.OG0004885
OG0003556	Pc21g23490	53503-Pc.00g091390.m01.polypeptide.OG0004886
OG0003557	Pc21g23500	53503-Pc.00g091380.m01.polypeptide.OG0004887
OG0003558	Pc21g19700	53503-Pc.00g100670.m01.polypeptide.OG0004889
OG0003559	Pc21g19630	53503-Pc.00g015530.m01.polypeptide.OG0004891
OG0003560	Pc21g19540	53503-Pc.00g015460.m01.polypeptide.OG0004893
OG0003561	Pc21g19530	53503-Pc.00g015450.m01.polypeptide.OG0004894
OG0003562	Pc21g19520	53503-Pc.00g015440.m01.polypeptide.OG0004895
OG0003563	Pc21g19460	53503-Pc.00g015390.m01.polypeptide.OG0004896
OG0003564	Pc21g19450	53503-Pc.00g015370.m01.polypeptide.OG0004897
OG0003565	Pc21g19430	53503-Pc.00g015350.m01.polypeptide.OG0004898
OG0003566	Pc21g19420	53503-Pc.00g015340.m01.polypeptide.OG0004899
OG0003567	Pc21g19380	53503-Pc.00g015310.m01.polypeptide.OG0004901
OG0003568	Pc21g19350	53503-Pc.00g015290.m01.polypeptide.OG0004902
OG0003569	Pc21g19330	53503-Pc.00g015270.m01.polypeptide.OG0004903
OG0003570	Pc21g19320	53503-Pc.00g015260.m01.polypeptide.OG0004904
OG0003571	Pc21g19310	53503-Pc.00g015250.m01.polypeptide.OG0004905
OG0003572	Pc21g19280	53503-Pc.00g015220.m01.polypeptide.OG0004906
OG0003573	Pc21g19250	53503-Pc.00g015190.m01.polypeptide.OG0004908
OG0003574	Pc21g19240	53503-Pc.00g015180.m01.polypeptide.OG0004909
OG0003575	Pc21g19210	53503-Pc.00g015160.m01.polypeptide.OG0004910
OG0003576	Pc21g19200	53503-Pc.00g015150.m01.polypeptide.OG0004911
OG0003577	Pc21g19190	53503-Pc.00g015140.m01.polypeptide.OG0004912
OG0003578	Pc13g06570	53503-Pc.00g026110.m01.polypeptide.OG0004913
OG0003579	Pc13g06550	53503-Pc.00g026130.m01.polypeptide.OG0004915
OG0003580	Pc13g06540	53503-Pc.00g026140.m01.polypeptide.OG0004916
OG0003581	Pc13g06480	53503-Pc.00g026190.m01.polypeptide.OG0004918
OG0003582	Pc13g06470	53503-Pc.00g026200.m01.polypeptide.OG0004919
OG0003583	Pc13g06460	53503-Pc.00g026210.m01.polypeptide.OG0004920
OG0003584	Pc13g06380	53503-Pc.00g066560.m01.polypeptide.OG0004921
OG0003585	Pc13g06390	53503-Pc.00g066550.m01.polypeptide.OG0004922
OG0003586	Pc13g06400	53503-Pc.00g066540.m01.polypeptide.OG0004923
OG0003587	Pc13g06440	53503-Pc.00g066520.m01.polypeptide.OG0004924
OG0003588	Pc13g06450	53503-Pc.00g026220.m01.polypeptide.OG0004925
OG0003589	Pc13g06360	53503-Pc.00g066580.m01.polypeptide.OG0004926
OG0003590	Pc16g13050	53503-Pc.00g085140.m01.polypeptide.OG0004934
OG0003591	Pc16g13120	53503-Pc.00g075060.m01.polypeptide.OG0004937
OG0003592	Pc16g13140	53503-Pc.00g075050.m01.polypeptide.OG0004938
OG0003593	Pc16g13160	53503-Pc.00g075030.m01.polypeptide.OG0004939
OG0003594	Pc16g14240	53503-Pc.00g038660.m01.polypeptide.OG0004944
OG0003595	Pc16g14230	53503-Pc.00g038650.m01.polypeptide.OG0004945
OG0003596	Pc16g14140	53503-Pc.00g038590.m01.polypeptide.OG0004947
OG0003597	Pc22g02350	53503-Pc.00g072620.m01.polypeptide.OG0004948
OG0003598	Pc22g02330	53503-Pc.00g072640.m01.polypeptide.OG0004950
OG0003599	Pc22g02320	53503-Pc.00g072650.m01.polypeptide.OG0004951
OG0003600	Pc22g02300	53503-Pc.00g036310.m01.polypeptide.OG0004952
OG0003601	Pc22g02290	53503-Pc.00g036300.m01.polypeptide.OG0004953
OG0003602	Pc22g14170	53503-Pc.00g047910.m01.polypeptide.OG0004954
OG0003603	Pc22g14070	53503-Pc.00g060980.m01.polypeptide.OG0004955
OG0003604	Pc22g14050	53503-Pc.00g061000.m01.polypeptide.OG0004956
OG0003605	Pc22g14010	53503-Pc.00g061030.m01.polypeptide.OG0004957
OG0003606	Pc22g13980	53503-Pc.00g061050.m01.polypeptide.OG0004958
OG0003607	Pc22g13920	53503-Pc.00g061090.m01.polypeptide.OG0004961
OG0003608	Pc22g13880	53503-Pc.00g061130.m01.polypeptide.OG0004962
OG0003609	Pc22g13890	53503-Pc.00g061120.m01.polypeptide.OG0004963
OG0003610	Pc22g13900	53503-Pc.00g061110.m01.polypeptide.OG0004964
OG0003611	Pc22g13910	53503-Pc.00g061100.m01.polypeptide.OG0004965
OG0003612	Pc22g13870	53503-Pc.00g061140.m01.polypeptide.OG0004966
OG0003613	Pc22g13830	53503-Pc.00g046280.m01.polypeptide.OG0004967
OG0003614	Pc22g22990	53503-Pc.00g008400.m01.polypeptide.OG0004972
OG0003615	Pc22g22950	53503-Pc.00g008420.m01.polypeptide.OG0004974
OG0003616	Pc22g22940	53503-Pc.00g008430.m01.polypeptide.OG0004975
OG0003617	Pc16g02780	53503-Pc.00g086870.m01.polypeptide.OG0004978
OG0003618	Pc14g00290	53503-Pc.00g071350.m01.polypeptide.OG0004980
OG0003619	Pc14g00240	53503-Pc.00g071400.m01.polypeptide.OG0004982
OG0003620	Pc16g11940	53503-Pc.00g018090.m01.polypeptide.OG0004985
OG0003621	Pc22g16840	53503-Pc.00g016690.m01.polypeptide.OG0004987
OG0003622	Pc22g16880	53503-Pc.00g016720.m01.polypeptide.OG0004989
OG0003623	Pc22g16890	53503-Pc.00g016730.m01.polypeptide.OG0004990
OG0003624	Pc22g16960	53503-Pc.00g016780.m01.polypeptide.OG0004991
OG0003625	Pc22g16970	53503-Pc.00g016790.m01.polypeptide.OG0004992
OG0003626	Pc22g16990	53503-Pc.00g016810.m01.polypeptide.OG0004993
OG0003627	Pc22g17000	53503-Pc.00g016820.m01.polypeptide.OG0004994
OG0003628	Pc22g17020	53503-Pc.00g016830.m01.polypeptide.OG0004995
OG0003629	Pc22g17030	53503-Pc.00g016840.m01.polypeptide.OG0004996
OG0003630	Pc22g17040	53503-Pc.00g016850.m01.polypeptide.OG0004997
OG0003631	Pc22g17100	53503-Pc.00g016900.m01.polypeptide.OG0004998
OG0003632	Pc22g21130	53503-Pc.00g081850.m01.polypeptide.OG0005000
OG0003633	Pc22g21160	53503-Pc.00g081830.m01.polypeptide.OG0005001
OG0003634	Pc22g21180	53503-Pc.00g081810.m01.polypeptide.OG0005003
OG0003635	Pc22g16470	53503-Pc.00g088600.m01.polypeptide.OG0005006
OG0003636	Pc22g16450	53503-Pc.00g083560.m01.polypeptide.OG0005007
OG0003637	Pc22g16440	53503-Pc.00g083550.m01.polypeptide.OG0005008
OG0003638	Pc22g16430	53503-Pc.00g083540.m01.polypeptide.OG0005009
OG0003639	Pc22g16420	53503-Pc.00g083530.m01.polypeptide.OG0005010
OG0003640	Pc22g16370	53503-Pc.00g083490.m01.polypeptide.OG0005012
OG0003641	Pc22g16300	53503-Pc.00g082470.m01.polypeptide.OG0005013
OG0003642	Pc22g16280	53503-Pc.00g082450.m01.polypeptide.OG0005014
OG0003643	Pc22g16290	53503-Pc.00g082460.m01.polypeptide.OG0005015
OG0003644	Pc22g16250	53503-Pc.00g082420.m01.polypeptide.OG0005016
OG0003645	Pc22g16230	53503-Pc.00g082400.m01.polypeptide.OG0005017
OG0003646	Pc22g16140	53503-Pc.00g082310.m01.polypeptide.OG0005019
OG0003647	Pc22g16120	53503-Pc.00g082320.m01.polypeptide.OG0005020
OG0003648	Pc22g16060	53503-Pc.00g024400.m01.polypeptide.OG0005021
OG0003649	Pc22g16030	53503-Pc.00g024420.m01.polypeptide.OG0005022
OG0003650	Pc22g16010	53503-Pc.00g024440.m01.polypeptide.OG0005024
OG0003651	Pc16g00980	53503-Pc.00g058010.m01.polypeptide.OG0005027
OG0003652	Pc16g00990	53503-Pc.00g058000.m01.polypeptide.OG0005028
OG0003653	Pc16g01040	53503-Pc.00g094070.m01.polypeptide.OG0005029
OG0003654	Pc16g01090	53503-Pc.00g094030.m01.polypeptide.OG0005030
OG0003655	Pc16g01100	53503-Pc.00g094020.m01.polypeptide.OG0005031
OG0003656	Pc16g01150	53503-Pc.00g096980.m01.polypeptide.OG0005032
OG0003657	Pc16g01160	53503-Pc.00g096990.m01.polypeptide.OG0005033
OG0003658	Pc16g01200	53503-Pc.00g090220.m01.polypeptide.OG0005035
OG0003659	Pc16g01210	53503-Pc.00g090210.m01.polypeptide.OG0005036
OG0003660	Pc14g01210	53503-Pc.00g032810.m01.polypeptide.OG0005037
OG0003661	Pc14g01220	53503-Pc.00g032820.m01.polypeptide.OG0005038
OG0003662	Pc14g01230	53503-Pc.00g032830.m01.polypeptide.OG0005039
OG0003663	Pc14g01250	53503-Pc.00g032850.m01.polypeptide.OG0005040
OG0003664	Pc14g01240	53503-Pc.00g032840.m01.polypeptide.OG0005041
OG0003665	Pc14g01260	53503-Pc.00g032860.m01.polypeptide.OG0005042
OG0003666	Pc16g07440	53503-Pc.00g040730.m01.polypeptide.OG0005045
OG0003667	Pc16g07470	53503-Pc.00g040760.m01.polypeptide.OG0005048
OG0003668	Pc13g08270	53503-Pc.00g078020.m01.polypeptide.OG0005049
OG0003669	Pc13g08280	53503-Pc.00g078010.m01.polypeptide.OG0005051
OG0003670	Pc13g08380	53503-Pc.00g075330.m01.polypeptide.OG0005054
OG0003671	Pc13g08390	53503-Pc.00g075320.m01.polypeptide.OG0005055
OG0003672	Pc13g08430	53503-Pc.00g075290.m01.polypeptide.OG0005058
OG0003673	Pc14g00560	53503-Pc.00g044140.m01.polypeptide.OG0005060
OG0003674	Pc21g15750	53503-Pc.00g009330.m01.polypeptide.OG0005062
OG0003675	Pc21g15740	53503-Pc.00g009320.m01.polypeptide.OG0005063
OG0003676	Pc21g15690	53503-Pc.00g009300.m01.polypeptide.OG0005064
OG0003677	Pc21g15670	53503-Pc.00g009280.m01.polypeptide.OG0005065
OG0003678	Pc21g15660	53503-Pc.00g009270.m01.polypeptide.OG0005066
OG0003679	Pc21g15650	53503-Pc.00g009260.m01.polypeptide.OG0005067
OG0003680	Pc22g13690	53503-Pc.00g009360.m01.polypeptide.OG0005068
OG0003681	Pc21g15870	53503-Pc.00g009430.m01.polypeptide.OG0005069
OG0003682	Pc21g15880	53503-Pc.00g009440.m01.polypeptide.OG0005070
OG0003683	Pc21g15890	53503-Pc.00g009450.m01.polypeptide.OG0005071
OG0003684	Pc21g15920	53503-Pc.00g009470.m01.polypeptide.OG0005073
OG0003685	Pc21g15940	53503-Pc.00g009490.m01.polypeptide.OG0005074
OG0003686	Pc21g15950	53503-Pc.00g009500.m01.polypeptide.OG0005075
OG0003687	Pc21g15970	53503-Pc.00g009520.m01.polypeptide.OG0005077
OG0003688	Pc21g15980	53503-Pc.00g009530.m01.polypeptide.OG0005078
OG0003689	Pc21g16020	53503-Pc.00g009550.m01.polypeptide.OG0005079
OG0003690	Pc16g04340	53503-Pc.00g033710.m01.polypeptide.OG0005080
OG0003691	Pc16g04370	53503-Pc.00g033680.m01.polypeptide.OG0005082
OG0003692	Pc16g04410	53503-Pc.00g033650.m01.polypeptide.OG0005084
OG0003693	Pc16g04440	53503-Pc.00g033640.m01.polypeptide.OG0005085
OG0003694	Pc16g04460	53503-Pc.00g033620.m01.polypeptide.OG0005086
OG0003695	Pc16g04450	53503-Pc.00g033630.m01.polypeptide.OG0005087
OG0003696	Pc16g04490	53503-Pc.00g033590.m01.polypeptide.OG0005088
OG0003697	Pc16g04580	53503-Pc.00g033520.m01.polypeptide.OG0005089
OG0003698	Pc16g04590	53503-Pc.00g033510.m01.polypeptide.OG0005090
OG0003699	Pc16g04600	53503-Pc.00g033500.m01.polypeptide.OG0005091
OG0003700	Pc16g04610	53503-Pc.00g033490.m01.polypeptide.OG0005092
OG0003701	Pc22g22430	53503-Pc.00g050010.m01.polypeptide.OG0005093
OG0003702	Pc21g19080	53503-Pc.00g072170.m01.polypeptide.OG0005094
OG0003703	Pc21g19050	53503-Pc.00g072190.m01.polypeptide.OG0005095
OG0003704	Pc21g19070	53503-Pc.00g072180.m01.polypeptide.OG0005096
OG0003705	Pc21g19040	53503-Pc.00g072200.m01.polypeptide.OG0005097
OG0003706	Pc21g19030	53503-Pc.00g072210.m01.polypeptide.OG0005098
OG0003707	Pc21g19010	53503-Pc.00g072230.m01.polypeptide.OG0005099
OG0003708	Pc21g19120	53503-Pc.00g015090.m01.polypeptide.OG0005100
OG0003709	Pc22g07000	53503-Pc.00g034780.m01.polypeptide.OG0005101
OG0003710	Pc22g07040	53503-Pc.00g034820.m01.polypeptide.OG0005102
OG0003711	Pc22g07060	53503-Pc.00g034840.m01.polypeptide.OG0005104
OG0003712	Pc22g07070	53503-Pc.00g034850.m01.polypeptide.OG0005105
OG0003713	Pc22g07090	53503-Pc.00g034870.m01.polypeptide.OG0005106
OG0003714	Pc22g07100	53503-Pc.00g034880.m01.polypeptide.OG0005107
OG0003715	Pc22g07110	53503-Pc.00g034890.m01.polypeptide.OG0005108
OG0003716	Pc22g07120	53503-Pc.00g034900.m01.polypeptide.OG0005109
OG0003717	Pc22g07140	53503-Pc.00g034920.m01.polypeptide.OG0005111
OG0003718	Pc22g07150	53503-Pc.00g034930.m01.polypeptide.OG0005112
OG0003719	Pc22g07170	53503-Pc.00g034950.m01.polypeptide.OG0005114
OG0003720	Pc22g07190	53503-Pc.00g034970.m01.polypeptide.OG0005115
OG0003721	Pc22g07200	53503-Pc.00g034980.m01.polypeptide.OG0005116
OG0003722	Pc22g06970	53503-Pc.00g034760.m01.polypeptide.OG0005117
OG0003723	Pc22g06950	53503-Pc.00g090130.m01.polypeptide.OG0005118
OG0003724	Pc22g06910	53503-Pc.00g090170.m01.polypeptide.OG0005119
OG0003725	Pc22g06900	53503-Pc.00g090180.m01.polypeptide.OG0005120
OG0003726	Pc22g06890	53503-Pc.00g054210.m01.polypeptide.OG0005121
OG0003727	Pc22g06860	53503-Pc.00g054220.m01.polypeptide.OG0005122
OG0003728	Pc22g06780	53503-Pc.00g054290.m01.polypeptide.OG0005126
OG0003729	Pc22g06760	53503-Pc.00g054310.m01.polypeptide.OG0005127
OG0003730	Pc22g06740	53503-Pc.00g054330.m01.polypeptide.OG0005128
OG0003731	Pc21g19810	53503-Pc.00g052950.m01.polypeptide.OG0005130
OG0003732	Pc21g19860	53503-Pc.00g052980.m01.polypeptide.OG0005131
OG0003733	Pc21g19870	53503-Pc.00g052990.m01.polypeptide.OG0005132
OG0003734	Pc21g19880	53503-Pc.00g053000.m01.polypeptide.OG0005133
OG0003735	Pc21g19910	53503-Pc.00g053020.m01.polypeptide.OG0005135
OG0003736	Pc21g19990	53503-Pc.00g003790.m01.polypeptide.OG0005137
OG0003737	Pc21g20000	53503-Pc.00g003800.m01.polypeptide.OG0005138
OG0003738	Pc21g20010	53503-Pc.00g003810.m01.polypeptide.OG0005139
OG0003739	Pc21g00870	53503-Pc.00g094290.m01.polypeptide.OG0005140
OG0003740	Pc22g01700	53503-Pc.00g021510.m01.polypeptide.OG0005142
OG0003741	Pc22g01690	53503-Pc.00g021520.m01.polypeptide.OG0005143
OG0003742	Pc22g01660	53503-Pc.00g021540.m01.polypeptide.OG0005145
OG0003743	Pc22g01610	53503-Pc.00g021570.m01.polypeptide.OG0005146
OG0003744	Pc22g01580	53503-Pc.00g021600.m01.polypeptide.OG0005149
OG0003745	Pc22g01570	53503-Pc.00g021610.m01.polypeptide.OG0005150
OG0003746	Pc22g01520	53503-Pc.00g021640.m01.polypeptide.OG0005152
OG0003747	Pc22g01510	53503-Pc.00g021650.m01.polypeptide.OG0005153
OG0003748	Pc22g01490	53503-Pc.00g021660.m01.polypeptide.OG0005154
OG0003749	Pc22g01340	53503-Pc.00g092510.m01.polypeptide.OG0005157
OG0003750	Pc22g01310	53503-Pc.00g092540.m01.polypeptide.OG0005158
OG0003751	Pc22g01300	53503-Pc.00g048170.m01.polypeptide.OG0005159
OG0003752	Pc22g01270	53503-Pc.00g048190.m01.polypeptide.OG0005160
OG0003753	Pc22g01250	53503-Pc.00g048210.m01.polypeptide.OG0005161
OG0003754	Pc22g01240	53503-Pc.00g048220.m01.polypeptide.OG0005162
OG0003755	Pc22g01230	53503-Pc.00g048230.m01.polypeptide.OG0005163
OG0003756	Pc22g01190	53503-Pc.00g048260.m01.polypeptide.OG0005164
OG0003757	Pc22g01150	53503-Pc.00g048290.m01.polypeptide.OG0005165
OG0003758	Pc20g06970	53503-Pc.00g044900.m01.polypeptide.OG0005166
OG0003759	Pc20g06920	53503-Pc.00g044940.m01.polypeptide.OG0005169
OG0003760	Pc20g06910	53503-Pc.00g044950.m01.polypeptide.OG0005170
OG0003761	Pc20g06830	53503-Pc.00g044990.m01.polypeptide.OG0005172
OG0003762	Pc20g06810	53503-Pc.00g045000.m01.polypeptide.OG0005173
OG0003763	Pc20g06780	53503-Pc.00g045010.m01.polypeptide.OG0005174
OG0003764	Pc20g06770	53503-Pc.00g045020.m01.polypeptide.OG0005175
OG0003765	Pc20g06760	53503-Pc.00g045030.m01.polypeptide.OG0005176
OG0003766	Pc20g06750	53503-Pc.00g045040.m01.polypeptide.OG0005177
OG0003767	Pc20g06720	53503-Pc.00g045060.m01.polypeptide.OG0005178
OG0003768	Pc20g06710	53503-Pc.00g045070.m01.polypeptide.OG0005179
OG0003769	Pc20g06530	53503-Pc.00g040470.m01.polypeptide.OG0005181
OG0003770	Pc20g06520	53503-Pc.00g040480.m01.polypeptide.OG0005182
OG0003771	Pc20g06510	53503-Pc.00g040490.m01.polypeptide.OG0005183
OG0003772	Pc20g06500	53503-Pc.00g040500.m01.polypeptide.OG0005184
OG0003773	Pc20g06490	53503-Pc.00g040510.m01.polypeptide.OG0005185
OG0003774	Pc21g16050	53503-Pc.00g009580.m01.polypeptide.OG0005186
OG0003775	Pc21g16060	53503-Pc.00g009590.m01.polypeptide.OG0005187
OG0003776	Pc21g16070	53503-Pc.00g009600.m01.polypeptide.OG0005188
OG0003777	Pc15g00080	53503-Pc.00g062360.m01.polypeptide.OG0005189
OG0003778	Pc15g00140	53503-Pc.00g062410.m01.polypeptide.OG0005191
OG0003779	Pc15g00150	53503-Pc.00g062420.m01.polypeptide.OG0005192
OG0003780	Pc20g13710	53503-Pc.00g002730.m01.polypeptide.OG0005194
OG0003781	Pc20g13700	53503-Pc.00g002720.m01.polypeptide.OG0005195
OG0003782	Pc20g13680	53503-Pc.00g002700.m01.polypeptide.OG0005196
OG0003783	Pc20g13760	53503-Pc.00g002790.m01.polypeptide.OG0005198
OG0003784	Pc20g13780	53503-Pc.00g002810.m01.polypeptide.OG0005199
OG0003785	Pc20g13800	53503-Pc.00g002820.m01.polypeptide.OG0005200
OG0003786	Pc20g13810	53503-Pc.00g002830.m01.polypeptide.OG0005201
OG0003787	Pc20g13820	53503-Pc.00g002840.m01.polypeptide.OG0005202
OG0003788	PIM1	53503-Pc.00g002850.m01.polypeptide.OG0005203
OG0003789	Pc20g13840	53503-Pc.00g002860.m01.polypeptide.OG0005204
OG0003790	Pc20g13850	53503-Pc.00g002870.m01.polypeptide.OG0005205
OG0003791	Pc12g05470	53503-Pc.00g077770.m01.polypeptide.OG0005206
OG0003792	Pc12g05490	53503-Pc.00g077790.m01.polypeptide.OG0005207
OG0003793	Pc12g05480	53503-Pc.00g077780.m01.polypeptide.OG0005208
OG0003794	Pc12g05410	53503-Pc.00g086560.m01.polypeptide.OG0005209
OG0003795	Pc12g05380	53503-Pc.00g095220.m01.polypeptide.OG0005211
OG0003796	Pc12g05370	53503-Pc.00g095230.m01.polypeptide.OG0005212
OG0003797	Pc12g05360	53503-Pc.00g099710.m01.polypeptide.OG0005213
OG0003798	Pc12g05300	53503-Pc.00g080210.m01.polypeptide.OG0005218
OG0003799	Pc12g05270	53503-Pc.00g080240.m01.polypeptide.OG0005219
OG0003800	Pc12g05260	53503-Pc.00g080250.m01.polypeptide.OG0005220
OG0003801	Pc12g05250	53503-Pc.00g080260.m01.polypeptide.OG0005221
OG0003802	Pc12g05240	53503-Pc.00g080270.m01.polypeptide.OG0005222
OG0003803	Pc12g05230	53503-Pc.00g080280.m01.polypeptide.OG0005223
OG0003804	Pc12g05220	53503-Pc.00g080290.m01.polypeptide.OG0005224
OG0003805	Pc12g05210	53503-Pc.00g080300.m01.polypeptide.OG0005225
OG0003806	Pc12g05200	53503-Pc.00g080310.m01.polypeptide.OG0005226
OG0003807	Pc12g05180	53503-Pc.00g075710.m01.polypeptide.OG0005227
OG0003808	Pc12g05160	53503-Pc.00g075690.m01.polypeptide.OG0005228
OG0003809	Pc12g05150	53503-Pc.00g075680.m01.polypeptide.OG0005229
OG0003810	Pc12g05130	53503-Pc.00g075660.m01.polypeptide.OG0005230
OG0003811	Pc12g05100	53503-Pc.00g075640.m01.polypeptide.OG0005231
OG0003812	Pc12g05090	53503-Pc.00g075630.m01.polypeptide.OG0005232
OG0003813	Pc15g00880	53503-Pc.00g051380.m01.polypeptide.OG0005233
OG0003814	Pc15g00870	53503-Pc.00g051370.m01.polypeptide.OG0005234
OG0003815	Pc15g00830	53503-Pc.00g051340.m01.polypeptide.OG0005235
OG0003816	Pc15g01190	53503-Pc.00g049340.m01.polypeptide.OG0005236
OG0003817	Pc15g01220	53503-Pc.00g099160.m01.polypeptide.OG0005237
OG0003818	Pc15g01250	53503-Pc.00g054190.m01.polypeptide.OG0005240
OG0003819	Pc15g01260	53503-Pc.00g054180.m01.polypeptide.OG0005241
